Name,Category ID,Category Name,Latitude,Longitude,Distance,Popularity,Price,Rating,Distance_mean,Distance_min,Distance_max,Bike Spots Near,Popularity_mean,Popularity_min,Popularity_max
HSL E2194 Niittykumpu,19043,Bus Stop,60.170876,24.765157,594,0.95857209354585,Not Listed,Not Rated,661.1428571428571,108,942,7,0.95857209354585,0.95857209354585,0.95857209354585
Happy Friends,13065,Restaurant,60.167988,24.766771,611,0.9951686168761336,Not Listed,Not Rated,615.3333333333334,367,959,6,0.9951686168761334,0.9951686168761336,0.9951686168761336
Leppis,13018,Pub,60.173868,24.785653,620,0.5974221922601564,Most Affordable,Not Rated,487.5,355,620,2,0.5974221922601564,0.5974221922601564,0.5974221922601564
HSL E2147 Tonttupolku,19043,Bus Stop,60.176281,24.770058,660,0.4657870660182019,Not Listed,Not Rated,615.5,28,991,8,0.4657870660182019,0.4657870660182019,0.4657870660182019
Niittykummun Helmi,13049,Diner,60.167719,24.765858,670,0.8907561676377587,Most Affordable,Not Rated,620.5,372,905,6,0.8907561676377588,0.8907561676377587,0.8907561676377587
Oral Hammaslääkärit,15007,Dentist,60.170297,24.763495,691,0.3742155021588738,Not Listed,Not Rated,637.0,58,898,6,0.3742155021588738,0.3742155021588738,0.3742155021588738
HSL E2132 Niittykumpu,19043,Bus Stop,60.171178,24.76332,695,0.9831784401534486,Not Listed,Not Rated,722.75,42,990,8,0.9831784401534486,0.9831784401534486,0.9831784401534486
Esport Arena Kabinetti,13016,Lounge,60.176574,24.782006,695,0.9617181104637164,Expensive,Not Rated,604.6470588235294,194,966,9,0.8321233631411826,0.6863292724033322,0.9617181104637164
Esport Arena Kabinetti,13016,Lounge,60.176574,24.782006,695,0.6863292724033322,Expensive,Not Rated,604.6470588235294,194,966,9,0.8321233631411826,0.6863292724033322,0.9617181104637164
Kotipizza Espoo Niittykumpu,13064,Pizzeria,60.170394,24.763375,696,0.8230686505834577,Most Affordable,Not Rated,636.8333333333334,46,910,6,0.8230686505834578,0.8230686505834577,0.8230686505834577
Esport Arena Oy,11001,Advertising Agency,60.176833,24.781125,699,0.9956180478644002,Not Listed,Not Rated,608.4444444444445,219,980,9,0.9956180478644002,0.9956180478644002,0.9956180478644002
HSL E2125 Orioninristi,19043,Bus Stop,60.17736,24.777884,704,0.9686200863549542,Not Listed,Not Rated,542.2,317,764,5,0.9686200863549542,0.9686200863549542,0.9686200863549542
HSL E2138 Niittykumpu,19043,Bus Stop,60.170584,24.762241,757,0.1480875106338582,Not Listed,Not Rated,657.8333333333334,58,949,6,0.1480875106338582,0.1480875106338582,0.1480875106338582
HSL E2131 Niittykumpu,19043,Bus Stop,60.170577,24.762136,763,0.9736922360796776,Not Listed,Not Rated,700.5714285714286,63,950,7,0.9736922360796776,0.9736922360796776,0.9736922360796776
HSL E2143 Urheilupuistontie,19043,Bus Stop,60.177865,24.778395,764,0.964189980899183,Not Listed,Not Rated,558.6,367,764,5,0.9641899808991831,0.964189980899183,0.964189980899183
HSL E2121 Riihitonttu,19043,Bus Stop,60.172477,24.762295,771,0.2749554581788414,Not Listed,Not Rated,746.4444444444445,205,986,9,0.2749554581788414,0.2749554581788414,0.2749554581788414
HSL E2120 Riihitonttu,19043,Bus Stop,60.17247,24.76219,772,0.0324713889022648,Not Listed,Not Rated,641.8333333333334,193,881,6,0.0324713889022648,0.0324713889022648,0.0324713889022648
Salam Mumbai,13034,Café,60.175847,24.787863,845,0.9723760453283252,Affordable,Not Rated,711.6666666666666,487,845,3,0.9723760453283252,0.9723760453283252,0.9723760453283252
HSL E2142 Urheilupuistontie,19043,Bus Stop,60.178786,24.778848,869,0.9834352578610296,Not Listed,Not Rated,547.8333333333334,345,869,6,0.9834352578610296,0.9834352578610296,0.9834352578610296
Tokka Pizza,13064,Pizzeria,60.162954,24.77586,905,0.968459575287716,Most Affordable,Not Rated,579.0,28,905,9,0.968459575287716,0.968459575287716,0.968459575287716
Ravintola Mario's,13236,Italian Restaurant,60.177654,24.785765,909,0.983403155647582,Affordable,Not Rated,628.6666666666666,59,909,6,0.983403155647582,0.983403155647582,0.983403155647582
HSL E2113 Hakalehto,19043,Bus Stop,60.173619,24.791603,911,0.9628577390411068,Not Listed,Not Rated,540.1428571428571,11,911,7,0.9628577390411068,0.9628577390411068,0.9628577390411068
Club Ravintola,13065,Restaurant,60.177661,24.78587,913,0.6402465449992777,Not Listed,Not Rated,746.4,493,913,5,0.6402465449992777,0.6402465449992777,0.6402465449992777
VIP Lounge,13016,Lounge,60.177661,24.78587,913,0.7390892602044911,Expensive,Not Rated,603.5,64,913,6,0.7390892602044911,0.7390892602044911,0.7390892602044911
PartyBox,13016,Lounge,60.177661,24.78587,913,0.1368356848204683,Expensive,Not Rated,585.8888888888889,64,913,9,0.1368356848204683,0.1368356848204683,0.1368356848204683
Tapiolan Monitoimiareena Oy,11087,"Heating, Ventilating and Air Conditioning Contractor",60.177661,24.78587,913,0.5977111121811849,Not Listed,Not Rated,705.5,493,913,4,0.5977111121811849,0.5977111121811849,0.5977111121811849
Sports Bar,13022,Sports Bar,60.177661,24.78587,913,0.1619075135230574,Most Affordable,Not Rated,577.2,64,913,5,0.1619075135230574,0.1619075135230574,0.1619075135230574
HSL E2363 Haukilahden keskus,19043,Bus Stop,60.162702,24.776845,934,0.9597277732299642,Not Listed,Not Rated,615.5,52,966,10,0.9597277732299642,0.9597277732299642,0.9597277732299642
HSL E2319 Westendinpolku,19043,Bus Stop,60.165848,24.789927,970,0.905571339143834,Not Listed,Not Rated,742.2857142857143,238,970,7,0.905571339143834,0.905571339143834,0.905571339143834
"Rush Helsinki - Trampoliinipuisto: Hours, Address",10001,Amusement Park,60.221166,24.878006,710,0.9817179619811198,Not Listed,8.0,577.8,171,843,5,0.9817179619811199,0.9817179619811198,0.9817179619811198
Pitäjänmäen kirjasto,12080,Library,60.226494,24.859392,764,0.981418918918919,Not Listed,7.4,641.2,266,987,5,0.981418918918919,0.981418918918919,0.981418918918919
Helsingin kaupunginkirjasto Pohjois-Haagan kirjasto,12080,Library,60.232421,24.887442,983,0.9955305185568344,Not Listed,7.1,612.625,53,983,8,0.9955305185568344,0.9955305185568344,0.9955305185568344
Pho 17,13379,Vietnamese Restaurant,60.224176,24.860078,793,0.9433030518556834,Affordable,6.1,638.1666666666666,114,921,6,0.9433030518556834,0.9433030518556834,0.9433030518556834
Kuparikulma Karaoke Bar,10000,Arts and Entertainment,60.230609,24.882868,660,0.8491125695073064,Affordable,5.9,660.0,660,660,1,0.8491125695073064,0.8491125695073064,0.8491125695073064
Pizzeria Online,13064,Pizzeria,60.22424,24.859434,823,0.935123819992241,Most Affordable,5.8,642.0,79,950,6,0.935123819992241,0.935123819992241,0.935123819992241
HSL 1619 Marttila,19043,Bus Stop,60.227197,24.872107,61,0.3842622526833053,Not Listed,Not Rated,545.5,61,846,4,0.3842622526833053,0.3842622526833053,0.3842622526833053
HSL 1618 Marttila,19043,Bus Stop,60.227525,24.873968,63,0.4667819733609207,Not Listed,Not Rated,509.0,63,955,2,0.4667819733609207,0.4667819733609207,0.4667819733609207
HSL 1620 Vaakatie,19043,Bus Stop,60.2283,24.877092,252,0.4527592784171731,Not Listed,Not Rated,438.3333333333333,252,670,3,0.45275927841717306,0.4527592784171731,0.4527592784171731
HSL 1621 Vaakatie,19043,Bus Stop,60.228544,24.876795,255,0.9449437475753264,Not Listed,Not Rated,525.5,255,759,4,0.9449437475753264,0.9449437475753264,0.9449437475753264
HSL 1567 Vihdintien silta,19043,Bus Stop,60.225106,24.878054,347,0.5758922798396483,Not Listed,Not Rated,624.8,333,924,5,0.5758922798396483,0.5758922798396483,0.5758922798396483
Hsl 1772,19043,Bus Stop,60.231775,24.874768,526,0.3407555282555282,Not Listed,Not Rated,738.4285714285714,491,955,7,0.3407555282555282,0.3407555282555282,0.3407555282555282
Lassilan Pizza & Kebab Palvelu,13288,Kebab Restaurant,60.229787,24.881497,546,0.9599039829302988,Not Listed,Not Rated,673.375,99,890,7,0.9599039829302988,0.9599039829302988,0.9599039829302988
HOK-Elannon Ravintolat,13065,Restaurant,60.230201,24.882235,606,0.3819588128798655,Not Listed,Not Rated,655.375,47,945,8,0.3819588128798655,0.3819588128798655,0.3819588128798655
Tempura Sushi,13276,Sushi Restaurant,60.231043,24.881433,631,0.6944264839001681,Affordable,Not Rated,631.0,631,631,1,0.6944264839001681,0.6944264839001681,0.6944264839001681
Pub 123 Olohuone,13018,Pub,60.231196,24.881359,640,0.9212708521919049,Most Affordable,Not Rated,667.25,146,989,8,0.9212708521919049,0.9212708521919049,0.9212708521919049
HSL 1622 Lassila,19043,Bus Stop,60.2307,24.882644,656,0.9640501745764904,Not Listed,Not Rated,656.0,656,656,1,0.9640501745764904,0.9640501745764904,0.9640501745764904
Theron Catering Pitäjänmäki,11038,Event Service,60.221607,24.876676,695,0.5818731410836674,Not Listed,Not Rated,565.0,141,915,5,0.5818731410836674,0.5818731410836674,0.5818731410836674
HSL 1522 Takkatie,19043,Bus Stop,60.223899,24.862338,696,0.9136412129833182,Not Listed,Not Rated,629.5,241,820,6,0.9136412129833182,0.9136412129833182,0.9136412129833182
Pizzeria Benitto,13064,Pizzeria,60.224069,24.860886,758,0.6567308935729989,Most Affordable,Not Rated,634.0,159,884,6,0.6567308935729989,0.6567308935729989,0.6567308935729989
HSL H1523 Takkatie,19043,Bus Stop,60.222426,24.863121,760,0.9563962886331308,Not Listed,Not Rated,627.0,344,760,6,0.9563962886331309,0.9563962886331308,0.9563962886331308
Ravintola Picante,13065,Restaurant,60.222134,24.863478,769,0.9347682012155696,Not Listed,Not Rated,679.7142857142857,379,979,7,0.9347682012155696,0.9347682012155696,0.9347682012155696
HSL 1604 Valimo,19043,Bus Stop,60.220337,24.87653,773,0.4851529160739687,Not Listed,Not Rated,563.6,220,887,5,0.48515291607396877,0.4851529160739687,0.4851529160739687
Viinikahvila Pausa,13025,Wine Bar,60.224246,24.859539,817,0.93246476141213,Affordable,Not Rated,493.75,85,817,4,0.93246476141213,0.93246476141213,0.93246476141213
Ravintola Valimo 21,11021,Business Center,60.220302,24.879287,826,0.970596792965214,Not Listed,Not Rated,590.0,290,826,5,0.970596792965214,0.970596792965214,0.970596792965214
Ravintola Valaja,13065,Restaurant,60.220302,24.879287,826,0.920745506271822,Not Listed,Not Rated,552.25,290,826,4,0.920745506271822,0.920745506271822,0.920745506271822
Olutravintola Sockenbacka,13006,Beer Bar,60.224408,24.858776,850,0.9681236260183628,Not Listed,Not Rated,649.0,48,989,6,0.9681236260183628,0.9681236260183628,0.9681236260183628
Aino Acktén puiston koira-aitaus,16033,Dog Park,60.225993,24.888734,865,0.951393379024958,Not Listed,Not Rated,744.6666666666666,343,993,9,0.951393379024958,0.951393379024958,0.951393379024958
HSL 1609 Klaneettipolku,19043,Bus Stop,60.234781,24.879126,914,0.9300158412000518,Not Listed,Not Rated,647.125,360,991,8,0.9300158412000518,0.9300158412000518,0.9300158412000518
HSL H1525 Pitäjänmäen asema,19043,Bus Stop,60.224633,24.857369,915,0.976157377473167,Not Listed,Not Rated,486.75,59,915,4,0.976157377473167,0.976157377473167,0.976157377473167
HSL H1524 Pitäjänmäen asema,19043,Bus Stop,60.224633,24.857369,915,0.951902560455192,Not Listed,Not Rated,486.75,59,915,4,0.951902560455192,0.951902560455192,0.951902560455192
HSL 1565 Valimokuja,19043,Bus Stop,60.219804,24.881366,927,0.3651396611922928,Not Listed,Not Rated,695.2,409,960,5,0.3651396611922928,0.3651396611922928,0.3651396611922928
HSL 1709 Pelimannintie 23,19043,Bus Stop,60.235298,24.869896,929,0.9869714211819476,Not Listed,Not Rated,712.2,435,929,5,0.9869714211819476,0.9869714211819476,0.9869714211819476
HSL 1522 Takkatie,19043,Bus Stop,60.221002,24.861356,941,0.6567228113280745,Not Listed,Not Rated,629.4,396,941,5,0.6567228113280745,0.6567228113280745,0.6567228113280745
HSL 1521 Talin Siirtolapuutarha,19043,Bus Stop,60.220136,24.863432,943,0.9834798913746282,Not Listed,Not Rated,668.4,451,943,5,0.9834798913746281,0.9834798913746282,0.9834798913746282
HSL 1571 Konalan puisto,19043,Bus Stop,60.234021,24.86218,980,0.9275184275184276,Not Listed,Not Rated,879.8333333333334,690,988,6,0.9275184275184275,0.9275184275184276,0.9275184275184276
Hammaslääkäriasema Atomitien Hammashoito Oy,15007,Dentist,60.222623,24.870345,521,,Not Listed,Not Rated,594.2,308,913,5,,,
Delifox Ravintolat Oy,13065,Restaurant,60.223632,24.866397,538,,Not Listed,Not Rated,626.2,467,798,5,,,
Thai Hung Tmi,13065,Restaurant,60.229751,24.881767,556,,Not Listed,Not Rated,602.3333333333334,88,889,6,,,
Johanna Säkkinen,15007,Dentist,60.230897,24.881612,627,,Not Listed,Not Rated,652.0,112,973,7,,,
Hammashoito Heikkilä Oy,15007,Dentist,60.230897,24.881612,627,,Not Listed,Not Rated,627.0,627,627,1,,,
Theron Eat & Work Pitäjänmäki,13030,Buffet,60.221607,24.876676,639,,Not Listed,Not Rated,543.5,88,930,4,,,
Helsingin kaupunki Jakomäen kirjasto,12080,Library,60.260576,25.076229,759,0.9957487391697918,Not Listed,6.9,482.3333333333333,50,759,3,0.9957487391697918,0.9957487391697918,0.9957487391697918
HSL 3507 Kaadekuja,19043,Bus Stop,60.254143,25.073296,71,0.7373108754687702,Not Listed,Not Rated,530.3333333333334,71,775,3,0.7373108754687702,0.7373108754687702,0.7373108754687702
HSL 3506 Kaadekuja,19043,Bus Stop,60.254192,25.073237,77,0.2394445881287986,Not Listed,Not Rated,528.6666666666666,77,770,3,0.23944458812879862,0.2394445881287986,0.2394445881287986
HSL 3509 Maratontie,19043,Bus Stop,60.25413,25.078181,211,0.9583764386395964,Not Listed,Not Rated,640.3333333333334,211,937,3,0.9583764386395964,0.9583764386395964,0.9583764386395964
Jakomäen Grilli,13145,Fast Food Restaurant,60.254192,25.078332,221,0.9269365058838744,Most Affordable,Not Rated,642.6666666666666,221,939,3,0.9269365058838744,0.9269365058838744,0.9269365058838744
HSL 3508 Maratontie,19043,Bus Stop,60.253795,25.078702,237,0.3483285917496443,Not Listed,Not Rated,678.3333333333334,237,983,3,0.3483285917496443,0.3483285917496443,0.3483285917496443
Picnic,13334,Sandwich Spot,60.257599,25.077359,452,0.2132177033492823,Most Affordable,Not Rated,517.6666666666666,386,715,3,0.21321770334928228,0.2132177033492823,0.2132177033492823
HSL 3510 Louhikkotie,19043,Bus Stop,60.256387,25.081551,487,0.9703866545971808,Not Listed,Not Rated,687.6666666666666,487,977,3,0.9703866545971808,0.9703866545971808,0.9703866545971808
Pääty Pub,13018,Pub,60.257785,25.079512,524,0.9248027932238458,Most Affordable,Not Rated,586.0,409,825,3,0.9248027932238458,0.9248027932238458,0.9248027932238458
HSL 3503 Jakomäentie 6,19043,Bus Stop,60.258846,25.071199,587,0.257201280227596,Not Listed,Not Rated,430.3333333333333,352,587,2,0.257201280227596,0.257201280227596,0.257201280227596
Pronto pizzeria,13064,Pizzeria,60.255311,25.064174,588,0.6470806931333247,Most Affordable,Not Rated,649.3333333333334,456,904,3,0.6470806931333247,0.6470806931333247,0.6470806931333247
Kivikko lenkkipolku,16019,Hiking Trail,60.248431,25.077753,624,0.9913035044613993,Not Listed,Not Rated,761.75,521,963,4,0.9913035044613993,0.9913035044613993,0.9913035044613993
Aliisa's,13148,French Restaurant,60.259149,25.080343,678,0.3503329884908832,Expensive,Not Rated,616.0,319,851,3,0.3503329884908832,0.3503329884908832,0.3503329884908832
Jakomäen Koirapuisto,16033,Dog Park,60.257941,25.083738,690,0.917835898099056,Not Listed,Not Rated,619.5,549,690,2,0.917835898099056,0.917835898099056,0.917835898099056
Ravintola Tattarihovi,13065,Restaurant,60.253015,25.061873,696,0.9722859821544032,Not Listed,Not Rated,712.0,696,728,2,0.9722859821544032,0.9722859821544032,0.9722859821544032
HSL 3408 Tattarisuontie,19043,Bus Stop,60.258298,25.064051,758,0.9842477046424416,Not Listed,Not Rated,535.6666666666666,131,758,3,0.9842477046424416,0.9842477046424416,0.9842477046424416
HSL V9502 Seivästie,19043,Bus Stop,60.250906,25.087198,775,0.9566966988355116,Not Listed,Not Rated,885.0,775,995,2,0.9566966988355116,0.9566966988355116,0.9566966988355116
Jako's Pizza & Kebab,13064,Pizzeria,60.261145,25.076102,821,0.9582067114961852,Most Affordable,Not Rated,495.6666666666667,19,821,3,0.9582067114961852,0.9582067114961852,0.9582067114961852
HSL V9501 Seivästie,19043,Bus Stop,60.250694,25.088021,826,0.2940066236957373,Not Listed,Not Rated,826.0,826,826,1,0.2940066236957373,0.2940066236957373,0.2940066236957373
Tattarisuon Helmiravintola,13049,Diner,60.258884,25.063338,831,0.5667755075649813,Most Affordable,Not Rated,555.0,103,831,3,0.5667755075649813,0.5667755075649813,0.5667755075649813
HSL 3500 Jakomäen Ostosk,19043,Bus Stop,60.261419,25.073731,847,0.9193311134100608,Not Listed,Not Rated,622.0,128,977,4,0.9193311134100608,0.9193311134100608,0.9193311134100608
HSL 3512 Somerikkopolku,19043,Bus Stop,60.259758,25.084246,856,0.9422442777705936,Not Listed,Not Rated,668.0,480,856,2,0.9422442777705936,0.9422442777705936,0.9422442777705936
Inkan Hoodit,13030,Buffet,60.260688,25.067031,866,0.3092751842751843,Not Listed,Not Rated,513.6666666666666,185,866,3,0.3092751842751843,0.3092751842751843,0.3092751842751843
HSL 3501 Jakomäen Ostoskeskus,19043,Bus Stop,60.261614,25.073493,869,0.7919791801370749,Not Listed,Not Rated,626.5,149,955,4,0.7919791801370749,0.7919791801370749,0.7919791801370749
Tattiksen ravintola Aura,13049,Diner,60.259164,25.06277,875,0.1015210784947627,Most Affordable,Not Rated,582.0,120,875,3,0.1015210784947627,0.1015210784947627,0.1015210784947627
HSL 4433 Rapolantie,19043,Bus Stop,60.245998,25.080032,920,0.2121185180395706,Not Listed,Not Rated,655.75,322,920,4,0.2121185180395706,0.2121185180395706,0.2121185180395706
Rajakylän Pizza & Kebab,13064,Pizzeria,60.250646,25.090212,923,0.9681991382073288,Most Affordable,Not Rated,923.0,923,923,1,0.9681991382073288,0.9681991382073288,0.9681991382073288
HSL 4434 Rapolantie,19043,Bus Stop,60.246457,25.08321,949,0.980982477693004,Not Listed,Not Rated,733.5,486,949,4,0.980982477693004,0.980982477693004,0.980982477693004
Hsl 3518,19043,Bus Stop,60.262132,25.079319,964,0.0744213112634165,Not Listed,Not Rated,751.75,226,967,4,0.0744213112634165,0.0744213112634165,0.0744213112634165
HSL 3519 Huokotie,19043,Bus Stop,60.262032,25.080235,969,0.0659834475623949,Not Listed,Not Rated,781.5,265,998,4,0.0659834475623949,0.0659834475623949,0.0659834475623949
Päättäri Pub,13003,Bar,60.245734,25.081711,982,0.9389871330660804,Affordable,Not Rated,982.0,982,982,1,0.9389871330660804,0.9389871330660804,0.9389871330660804
HSL 4431 Kontulankaari 11,19043,Bus Stop,60.244982,25.077192,991,0.1706566015776542,Not Listed,Not Rated,666.0,142,991,3,0.1706566015776542,0.1706566015776542,0.1706566015776542
Tiger-Dragon Song Oy,13065,Restaurant,60.254713,25.074867,104,,Not Listed,Not Rated,520.3333333333334,104,757,3,,,
Mjm-marketing Oy,13065,Restaurant,60.254059,25.077022,147,,Not Listed,Not Rated,604.3333333333334,147,893,3,,,
Phimiso - My Sushi Cafe,13034,Café,60.254234,25.078167,213,,Not Listed,Not Rated,634.6666666666666,213,929,3,,,
Ravintola A. Laitinen,13065,Restaurant,60.249248,25.085024,773,,Not Listed,Not Rated,773.0,773,773,1,,,
Ionian Diners Oy,13065,Restaurant,60.250297,25.086693,781,,Not Listed,Not Rated,781.0,781,781,1,,,
Cafe Makiata,13034,Café,60.225554,24.894247,803,0.966030324582956,Most Affordable,7.2,588.5,41,899,6,0.966030324582956,0.966030324582956,0.966030324582956
Helsingin kaupunginkirjasto Pohjois-Haagan kirjasto,12080,Library,60.232421,24.887442,343,0.9955305185568344,Not Listed,7.1,612.625,53,983,8,0.9955305185568344,0.9955305185568344,0.9955305185568344
Pizzeria Tuplaässä,13032,"Cafe, Coffee, and Tea House",60.229865,24.895995,712,0.9216992111728954,Most Affordable,6.4,633.75,59,962,8,0.9216992111728954,0.9216992111728954,0.9216992111728954
Konnichiwa,13276,Sushi Restaurant,60.237228,24.890393,878,0.953333117806802,Affordable,6.2,700.0,114,962,9,0.953333117806802,0.953333117806802,0.953333117806802
